"","Annot","Term","Annotated","Significant","Pvalue","Padj","GeneID"
"GO:0002042","GO:0002042","cell migration involved in sprouting angiogenesis",53,3,0.00293693962996178,0.0407555087601178,"Anxa1,Fgf2,Plk2"
"GO:0034204","GO:0034204","lipid translocation",53,3,0.00293693962996178,0.0407555087601178,"Abcc1,Atp10a,Plscr1"
"GO:0001775","GO:0001775","cell activation",1242,15,0.00294426389350672,0.0407555087601178,"Anxa1,Bst1,Cd300a,Chrna7,Clcf1,Gclc,Gm5150,Gm9733,H2-DMb1,Il16,Klf5,Plscr1,Rora,Sirpb1a,Thy1"
"GO:0050727","GO:0050727","regulation of inflammatory response",351,7,0.00299814055390419,0.0413151835073883,"Abcc1,Anxa1,Bst1,Chrna7,Clcf1,Il16,Rora"
"GO:0034330","GO:0034330","cell junction organization",768,11,0.0030313862142068,0.0415868296261496,"Bcas3,Chrna7,Cyfip1,Dhx36,Iqgap1,Myh10,Nfia,Nrcam,Sipa1l1,Thy1,Tuba1a"
"GO:0021549","GO:0021549","cerebellum development",111,4,0.0030885151720806,0.0420262185748409,"Dab1,Myh10,Nav2,Rora"
"GO:0021545","GO:0021545","cranial nerve development",54,3,0.00309754618891244,0.0420262185748409,"Nav2,Plxna4,Sall1"
"GO:0048869","GO:0048869","cellular developmental process",4546,38,0.00310444243946921,0.0420262185748409,"Acvr2b,Anxa1,Bbs7,Cfl2,Chrna7,Clcf1,Clmn,Csmd3,Cyfip1,Dab1,Dhx36,Emb,Etv1,Fgf2,Grk5,Htr2c,Huwe1,Inpp4b,Iqgap1,Klf5,Met,Mllt3,Msi2,Myh10,Nrcam,Paqr8,Pde4d,Plk2,Plscr1,Plxna4,Ptprm,Rabgap1l,Rbfox1,Rora,Sall1,Sipa1l1,Thy1,Tm2d3"
"GO:0001667","GO:0001667","ameboidal-type cell migration",452,8,0.00319843625908813,0.0428853370535924,"Anxa1,Bcas3,Fgf2,Iqgap1,Met,Pdlim1,Plk2,Ptprm"
"GO:0048731","GO:0048731","system development",4558,38,0.00325076064790155,0.0428853370535924,"Acvr2b,Adap2,Anxa1,Arnt2,Bbs7,Bcas3,Cc2d2a,Chrna7,Clcf1,Clmn,Csmd3,Cyfip1,Dab1,Dhx36,Emb,Etv1,Fam126a,Fgf2,Inpp4b,Iqgap1,Klf5,Met,Mllt3,Myh10,Nav2,Nfia,Nrcam,Pdlim1,Plk2,Plscr1,Plxna4,Ptprm,Rabgap1l,Rbfox1,Rora,Sall1,Sipa1l1,Thy1"
"GO:0010823","GO:0010823","negative regulation of mitochondrion organization",55,3,0.00326344845145447,0.0428853370535924,"Clec16a,Gclc,Huwe1"
"GO:0034605","GO:0034605","cellular response to heat",55,3,0.00326344845145447,0.0428853370535924,"Chordc1,Dhx36,Tfec"
"GO:0007275","GO:0007275","multicellular organism development",5349,43,0.00326575787411205,0.0428853370535924,"Acvr2b,Adap2,Anxa1,Arnt2,Bbs7,Bcas3,Cc2d2a,Chrna7,Clcf1,Clmn,Csmd3,Cyfip1,Dab1,Dhx36,Emb,Etv1,Fam126a,Fgf2,Inpp4b,Iqgap1,Klf5,Mctp2,Met,Mllt3,Myh10,Nasp,Nav2,Nfia,Nrcam,Paqr8,Pdlim1,Plk2,Plscr1,Plxna4,Ptprm,Rabgap1l,Rbfox1,Rora,Sall1,Serpina1b,Sipa1l1,Srsf1,Thy1"
"GO:0070593","GO:0070593","dendrite self-avoidance",16,2,0.00328350404414713,0.0428853370535924,"Emb,Nrcam"
"GO:0098885","GO:0098885","modification of postsynaptic actin cytoskeleton",16,2,0.00328350404414713,0.0428853370535924,"Cyfip1,Myh10"
"GO:1902563","GO:1902563","regulation of neutrophil activation",16,2,0.00328350404414713,0.0428853370535924,"Cd300a,Il16"
"GO:0070925","GO:0070925","organelle assembly",892,12,0.00329350457033772,0.0428853370535924,"Bbs7,Cc2d2a,Cetn4,Cfl2,Cltc,Eif2a,Haus8,Myh10,Plk2,Sipa1l1,Tbc1d14,Tbc1d30"
"GO:0050770","GO:0050770","regulation of axonogenesis",185,5,0.00332436716277141,0.0430257761973011,"Cyfip1,Dab1,Plxna4,Sipa1l1,Thy1"
"GO:0042110","GO:0042110","T cell activation",558,9,0.00333229246174997,0.0430257761973011,"Anxa1,Cd300a,Chrna7,Gm5150,Gm9733,H2-DMb1,Rora,Sirpb1a,Thy1"
"GO:0043536","GO:0043536","positive regulation of blood vessel endothelial cell migration",56,3,0.003434701244739,0.0441624975944893,"Anxa1,Fgf2,Plk2"
"GO:0007420","GO:0007420","brain development",674,10,0.00363388389330813,0.0465288550172329,"Arnt2,Bbs7,Dab1,Fgf2,Met,Myh10,Nav2,Plxna4,Rora,Sall1"
"GO:0098974","GO:0098974","postsynaptic actin cytoskeleton organization",17,2,0.00370820800731301,0.0468240589543012,"Myh10,Sipa1l1"
"GO:0099188","GO:0099188","postsynaptic cytoskeleton organization",17,2,0.00370820800731301,0.0468240589543012,"Myh10,Sipa1l1"
"GO:2001028","GO:2001028","positive regulation of endothelial cell chemotaxis",17,2,0.00370820800731301,0.0468240589543012,"Fgf2,Met"
"GO:0010647","GO:0010647","positive regulation of cell communication",1933,20,0.00371788818250878,0.0468240589543012,"Acvr2b,Agap2,Cd300a,Chrna7,Clcf1,Clec16a,Cyfip1,Dhx36,Eif2a,Fgf2,Htr2c,Iqgap1,Met,Mid1,Mllt3,Plk2,Plscr1,Rbpms,Sall1,Tmem33"
"GO:0045935","GO:0045935","positive regulation of nucleobase-containing compound metabolic process",1935,20,0.0037610905607036,0.0470953818665746,"Agap2,Arnt2,Bcas3,Ccna2,Clcf1,Dhx36,Eny2,Etv1,Fgf2,Klf5,Litaf,Met,Mllt3,Nfia,Nmd3,Rora,Sall1,Srsf1,Tfdp2,Tfec"
"GO:0032956","GO:0032956","regulation of actin cytoskeleton organization",366,7,0.00377008263559302,0.0470953818665746,"Bcas3,Bst1,Cfl2,Cyfip1,Iqgap1,Met,Rnd3"
"GO:0010761","GO:0010761","fibroblast migration",58,3,0.00379347104651057,0.0471956944369513,"Fgf2,Iqgap1,Pdlim1"
"GO:0023056","GO:0023056","positive regulation of signaling",1939,20,0.00384875717716279,0.0476049260552103,"Acvr2b,Agap2,Cd300a,Chrna7,Clcf1,Clec16a,Cyfip1,Dhx36,Eif2a,Fgf2,Htr2c,Iqgap1,Met,Mid1,Mllt3,Plk2,Plscr1,Rbpms,Sall1,Tmem33"
"GO:0031401","GO:0031401","positive regulation of protein modification process",1030,13,0.00385734675813451,0.0476049260552103,"Acvr2b,Agap2,Arrdc4,Cd300a,Chrna7,Clcf1,Dab1,Fgf2,Huwe1,Iqgap1,Met,Pde4d,Rbpms"
"GO:0042325","GO:0042325","regulation of phosphorylation",1282,15,0.00395105963255513,0.0481354174508699,"Acvr2b,Agap2,Bst1,Ccna2,Cd300a,Chordc1,Chrna7,Clcf1,Dab1,Fgf2,Iqgap1,Met,Pde4d,Rbpms,Thy1"
"GO:0050764","GO:0050764","regulation of phagocytosis",119,4,0.00396197321159656,0.0481354174508699,"Cd300a,Gm5150,Gm9733,Sirpb1a"
"GO:0051209","GO:0051209","release of sequestered calcium ion into cytosol",119,4,0.00396197321159656,0.0481354174508699,"Fgf2,Htr2c,Pde4d,Thy1"
"GO:0006650","GO:0006650","glycerophospholipid metabolic process",277,6,0.00396298750897172,0.0481354174508699,"Fam126a,Fgf2,Htr2c,Inpp4b,Pi4k2b,Plscr1"
"GO:0097035","GO:0097035","regulation of membrane lipid distribution",59,3,0.00398109107082428,0.0481649325222166,"Abcc1,Atp10a,Plscr1"
"GO:0014812","GO:0014812","muscle cell migration",120,4,0.00408171834311179,0.0489965643296193,"Anxa1,Iqgap1,Met,Pde4d"
"GO:0051283","GO:0051283","negative regulation of sequestering of calcium ion",120,4,0.00408171834311179,0.0489965643296193,"Fgf2,Htr2c,Pde4d,Thy1"
"GO:1905244","GO:1905244","regulation of modification of synaptic structure",18,2,0.00415705846364462,0.049527680339935,"Cyfip1,Myh10"
"GO:0010639","GO:0010639","negative regulation of organelle organization",373,7,0.00417820841127,0.049527680339935,"Clec16a,Gclc,Huwe1,Met,Mid1,Tbc1d30,Tbc1d4"
"GO:0031667","GO:0031667","response to nutrient levels",373,7,0.00417820841127,0.049527680339935,"Bcas3,Chrna7,Clec16a,Eif2a,Htr2c,Sesn1,Tmem135"
"GO:0030335","GO:0030335","positive regulation of cell migration",578,9,0.00419043178925581,0.049527680339935,"Abcc1,Anxa1,Bcas3,Fgf2,Iqgap1,Met,Pde4d,Plk2,Thy1"
