Annot	Term	Annotated	Significant	Pvalue	Padj	GeneID
GO:0045765	GO:0045765	regulation of angiogenesis	233	8	0.00207879267968629	0.042288927826874	Rgcc,Col4a2,Xbp1,Emp2,Sparc,Plxnd1,Ppp1r16b,Sema5a
GO:0043066	GO:0043066	negative regulation of apoptotic process	866	18	0.00210320122938632	0.0425381566567789	Clec5a,Dhcr24,Hspa5,Angptl4,Sgk1,Tsc22d3,Mpz,Xbp1,Tsc22d4,Trp53,Cxcl12,Cdkn2d,Hmgcr,Hyou1,Mt1,Sema5a,Hspa8,Mapk8ip1
GO:0045666	GO:0045666	positive regulation of neuron differentiation	405	11	0.00214801377092582	0.0431948286463761	Cd24a,Hspa5,Brinp1,Sgk1,Cyb5d2,Spag9,Cxcl12,Serpine2,Ikbkb,Plxnd1,Sema5a
GO:0009267	GO:0009267	cellular response to starvation	136	6	0.00217488777644722	0.0434853275987933	Angptl4,Hspa5,Xbp1,Trp53,Srebf2,Glul
GO:0010646	GO:0010646	regulation of cell communication	2850	43	0.00219068621403964	0.0435523355847994	Cd24a,Tfg,Per2,Hspa5,Murc,Gna12,Arhgef10,Mal,Otud7b,Arhgap24,Chd5,Phlda3,Col1a1,Bicd1,Spag9,Atxn1,Sesn1,Dhrs3,Xbp1,Cxcl12,Plekhg2,Trp53,Emp2,Gpnmb,Adipor1,Serpine2,Gatsl2,Dennd4b,Ikbkb,Cd63,Cdkn2d,Hmgcr,Cdh3,Mtmr2,Hyou1,Ppp1r16b,Prex2,Sema5a,Aacs,Mapk8ip1,Tmod2,Glul,Ranbp9
GO:1902903	GO:1902903	regulation of supramolecular fiber organization	290	9	0.00222035970799351	0.043892873549544	Sptb,Iqgap2,Arhgef10,Rgcc,Sgk1,Mid1ip1,Sema5a,Hspa8,Tmod2
GO:0019752	GO:0019752	carboxylic acid metabolic process	803	17	0.00230274396492606	0.0452657367037993	Per2,Azin1,Insig1,Acly,Fads2,Elovl4,Stard4,Acsl3,Trp53,Adipor1,Elovl6,Acss2,Fa2h,Mid1ip1,Aacs,Acat2,Glul
GO:0061024	GO:0061024	membrane organization	876	18	0.00237898036004928	0.0454831811720687	Rab34,Cd24a,Vat1,Sptb,Rtp4,Dhcr24,Insig1,Mal,Scn3b,Efr3b,Acsl3,Trp53,Emp2,Ikbkb,Pmp2,Fa2h,Mbp,Hspa8
GO:0048468	GO:0048468	cell development	2192	35	0.00238216541227762	0.0454831811720687	Cd24a,Per2,Clec5a,Hspa5,Murc,Arhgef10,Brinp1,Epyc,Cacna1s,Chd5,Sgk1,Spag9,Cyb5d2,Pmp22,Atxn1,Fdps,Paqr8,Xbp1,Cxcl12,Trp53,Adcy1,Serpine2,Hsf4,Ikbkb,Col14a1,Arid5b,Plxnd1,Fa2h,Mtmr2,Ppp1r16b,Id4,Prex2,Sema5a,Manf,Ugt8a
GO:0009628	GO:0009628	response to abiotic stimulus	948	19	0.00239296357068916	0.0454831811720687	Cd24a,Rgcc,Col1a1,Sgk1,Tsc22d3,Atxn1,Xbp1,Tsc22d4,Trp53,Lrrc8a,Serpine2,Mme,Cds2,Hif3a,Cdkn2d,Hmgcr,Hyou1,Sema5a,Ppid
GO:0033036	GO:0033036	macromolecule localization	2694	41	0.00240319184507305	0.0454831811720687	Rab34,Cd24a,Per2,Clec5a,Rtp4,Dhcr24,Mprip,Hspa5,Mal,Otud7b,Rgcc,Slco3a1,Scn3b,Efr3b,Col1a1,Sgk1,Bicd1,Stard4,Ldlr,Xbp1,Acsl3,Dusp18,Trp53,Emp2,Ikbkb,Mbtps1,Cd63,Srebf2,Hmgcr,Hnrnpm,Abca2,Mbp,Id4,Fitm1,Sema5a,Ppid,Aacs,Ugt8a,Hspa8,Acat2,Glul
GO:0007623	GO:0007623	circadian rhythm	187	7	0.00242112348014316	0.0454831811720687	Per2,Per3,Trp53,Adcy1,Ciart,Dbp,Id4
GO:0009893	GO:0009893	positive regulation of metabolic process	3039	45	0.00246035827610712	0.0454831811720687	Nlrp1b,Cd24a,Maml3,Tef,Mprip,Hspa5,Murc,Angptl4,Insig1,Leo1,Rgcc,Dscc1,Rfc3,Klf15,Col1a1,Spag9,Stard4,Ldlr,Atxn1,Fdps,Xbp1,Acsl3,Trp53,Gpnmb,Emp2,Tet3,Dcun1d4,Adcy1,Hsf4,Klf13,Ikbkb,Hif3a,Cd63,Srebf2,Dbp,Hmgcr,Cdh3,Mbp,Ppp1r16b,Id4,Mzb1,Mid1ip1,Hspa8,Cdk7,Ash2l
GO:0035308	GO:0035308	negative regulation of protein dephosphorylation	28	3	0.00248220543804313	0.0454831811720687	Mprip,Ikbkb,Ppp1r16b
GO:0007265	GO:0007265	Ras protein signal transduction	295	9	0.00248993974136294	0.0454831811720687	Dhcr24,Murc,Gna12,Col1a2,Arhgap24,Arhgef10,Plekhg2,Dennd4b,Prex2
GO:0006650	GO:0006650	glycerophospholipid metabolic process	188	7	0.00249444782007535	0.0454831811720687	Efr3b,Pip5k1b,Pigq,Ldlr,Acsl3,Cds2,Mtmr2
GO:0043069	GO:0043069	negative regulation of programmed cell death	880	18	0.00249749346774295	0.0454831811720687	Clec5a,Dhcr24,Hspa5,Angptl4,Sgk1,Tsc22d3,Mpz,Xbp1,Tsc22d4,Trp53,Cxcl12,Cdkn2d,Hmgcr,Hyou1,Mt1,Sema5a,Hspa8,Mapk8ip1
GO:0023051	GO:0023051	regulation of signaling	2872	43	0.00253319879347061	0.0454831811720687	Cd24a,Tfg,Per2,Hspa5,Murc,Gna12,Arhgef10,Mal,Otud7b,Arhgap24,Chd5,Phlda3,Col1a1,Bicd1,Spag9,Atxn1,Sesn1,Dhrs3,Xbp1,Cxcl12,Plekhg2,Trp53,Emp2,Gpnmb,Adipor1,Serpine2,Gatsl2,Dennd4b,Ikbkb,Cd63,Cdkn2d,Hmgcr,Cdh3,Mtmr2,Hyou1,Ppp1r16b,Prex2,Sema5a,Aacs,Mapk8ip1,Tmod2,Glul,Ranbp9
GO:0007406	GO:0007406	negative regulation of neuroblast proliferation	8	2	0.00253478717592266	0.0454831811720687	Cd24a,Trp53
GO:0035507	GO:0035507	regulation of myosin-light-chain-phosphatase activity	8	2	0.00253478717592266	0.0454831811720687	Mprip,Ikbkb
GO:0071635	GO:0071635	negative regulation of transforming growth factor beta production	8	2	0.00253478717592266	0.0454831811720687	Cd24a,Cdh3
GO:0090091	GO:0090091	positive regulation of extracellular matrix disassembly	8	2	0.00253478717592266	0.0454831811720687	Fscn1,Sema5a
GO:1900262	GO:1900262	regulation of DNA-directed DNA polymerase activity	8	2	0.00253478717592266	0.0454831811720687	Dscc1,Rfc3
GO:1900264	GO:1900264	positive regulation of DNA-directed DNA polymerase activity	8	2	0.00253478717592266	0.0454831811720687	Dscc1,Rfc3
GO:0098754	GO:0098754	detoxification	29	3	0.00274892005377109	0.0490738330007401	Mt1,Sesn1,Mt2
GO:0065009	GO:0065009	regulation of molecular function	2212	35	0.00276448908890346	0.049101255441996	Nlrp1b,Cd24a,Per2,Dhcr24,Mprip,Hspa5,Iqgap2,Angptl4,Itih5,Arhgef10,Arhgap24,Col28a1,Rgcc,Dscc1,Rfc3,Scn3b,Syngr3,Spag9,Bicd1,Trp53,Emp2,Adcy1,Dcun1d4,Serpine2,Ikbkb,Arid5b,Cdkn2d,Plxnd1,Hmgcr,Cdh3,Mbp,Prex2,Mid1ip1,Hspa8,Mapk8ip1
GO:0045834	GO:0045834	positive regulation of lipid metabolic process	143	6	0.00279489064925449	0.0493905170795023	Angptl4,Stard4,Fdps,Acsl3,Ldlr,Mid1ip1
GO:0001936	GO:0001936	regulation of endothelial cell proliferation	99	5	0.0028335620275066	0.0498094957341546	Rgcc,Cxcl12,Sparc,Ppp1r16b,Sema5a
GO:0019216	GO:0019216	regulation of lipid metabolic process	301	9	0.00284707034776534	0.0498094957341546	Dhcr7,Angptl4,Insig1,Stard4,Fdps,Ldlr,Acsl3,Adipor1,Mid1ip1
GO:0009991	GO:0009991	response to extracellular stimulus	303	9	0.00297472088548349	0.0517838227776455	Hspa5,Angptl4,Agl,Xbp1,Trp53,Cdkn2d,Srebf2,Aacs,Glul
GO:1903053	GO:1903053	regulation of extracellular matrix organization	30	3	0.0030326397161479	0.0525307245881263	Rgcc,Fscn1,Sema5a
GO:0060548	GO:0060548	negative regulation of cell death	971	19	0.0031127524389274	0.0536155751161792	Clec5a,Dhcr24,Hspa5,Angptl4,Sgk1,Tsc22d3,Mpz,Xbp1,Tsc22d4,Trp53,Gpnmb,Cxcl12,Cdkn2d,Hmgcr,Hyou1,Mt1,Sema5a,Hspa8,Mapk8ip1
GO:0050714	GO:0050714	positive regulation of protein secretion	249	8	0.00312591521111762	0.0536155751161792	Rab34,Aacs,Clec5a,Rgcc,Xbp1,Mbp,Ppid,Glul
GO:0051222	GO:0051222	positive regulation of protein transport	490	12	0.00320409895831209	0.054472912321941	Rab34,Clec5a,Rgcc,Xbp1,Acsl3,Srebf2,Hnrnpm,Mbp,Sema5a,Ppid,Aacs,Glul
GO:0070235	GO:0070235	regulation of activation-induced cell death of T cells	9	2	0.00323817255300478	0.054472912321941	Tsc22d4,Tsc22d3
GO:0099612	GO:0099612	protein localization to axon	9	2	0.00323817255300478	0.054472912321941	Mal,Ugt8a
GO:2001046	GO:2001046	positive regulation of integrin-mediated signaling pathway	9	2	0.00323817255300478	0.054472912321941	Emp2,Cd63
GO:2000145	GO:2000145	regulation of cell motility	761	16	0.0032897047842669	0.0550750097614827	Hspa5,Gna12,Rgcc,Col1a1,Spag9,Xbp1,Cxcl12,Trp53,Adipor1,Emp2,Gpnmb,Sparc,Cd63,Sdc3,Plxnd1,Sema5a
GO:0031325	GO:0031325	positive regulation of cellular metabolic process	2828	42	0.00331578269875616	0.0552238366485821	Nlrp1b,Cd24a,Maml3,Tef,Mprip,Hspa5,Murc,Insig1,Leo1,Rgcc,Dscc1,Rfc3,Klf15,Col1a1,Spag9,Stard4,Ldlr,Atxn1,Xbp1,Acsl3,Trp53,Gpnmb,Emp2,Tet3,Dcun1d4,Adcy1,Hsf4,Klf13,Ikbkb,Hif3a,Cd63,Srebf2,Dbp,Hmgcr,Cdh3,Mbp,Ppp1r16b,Id4,Mid1ip1,Hspa8,Cdk7,Ash2l
GO:0006984	GO:0006984	ER-nucleus signaling pathway	31	3	0.00333370512742387	0.0552238366485821	Hspa5,Insig1,Trp53
GO:0031328	GO:0031328	positive regulation of cellular biosynthetic process	1748	29	0.00334594266061715	0.0552238366485821	Maml3,Tef,Murc,Insig1,Leo1,Rgcc,Dscc1,Rfc3,Klf15,Col1a1,Stard4,Ldlr,Atxn1,Xbp1,Acsl3,Trp53,Tet3,Adcy1,Hsf4,Klf13,Ikbkb,Hif3a,Srebf2,Dbp,Cdh3,Id4,Mid1ip1,Cdk7,Ash2l
GO:0043242	GO:0043242	negative regulation of protein complex disassembly	64	4	0.00350260486007151	0.0572931276730053	Per2,Sptb,Mid1ip1,Tmod2
GO:0032006	GO:0032006	regulation of TOR signaling	104	5	0.00350406668248732	0.0572931276730053	Gna12,Sesn1,Xbp1,Gatsl2,Prex2
GO:0007399	GO:0007399	nervous system development	2164	34	0.00356240028400423	0.0579759934592131	Cd24a,Per2,Hspa5,Arhgef10,Mal,Brinp1,Epyc,Klf15,Drp2,Chd5,Sgk1,Spag9,Cyb5d2,Pmp22,Nav1,Atxn1,Mpz,Xbp1,Cxcl12,Trp53,Adcy1,Serpine2,Ikbkb,Plxnd1,Fa2h,Mtmr2,Mbp,Id4,Prex2,Col4a1,Sema5a,Manf,Ugt8a,Tacc1
GO:0007616	GO:0007616	long-term memory	32	3	0.00365244220391099	0.0589492770239804	Sgk1,Adcy8,Adcy1
GO:2001242	GO:2001242	regulation of intrinsic apoptotic signaling pathway	151	6	0.00365589971826343	0.0589492770239804	Xbp1,Trp53,Cxcl12,Cdkn2d,Hyou1,Mapk8ip1
GO:0048585	GO:0048585	negative regulation of response to stimulus	1365	24	0.00369965521784275	0.0591889885710061	Hspa5,Otud7b,Arhgap24,Phlda3,Bicd1,Atxn1,Sesn1,Dhrs3,Xbp1,Cxcl12,Trp53,Adipor1,Serpine2,Gatsl2,Cdkn2d,Hmgcr,Mtmr2,Mvk,Hyou1,Mzb1,Prex2,Sema5a,Mapk8ip1,Ranbp9
GO:0016049	GO:0016049	cell growth	499	12	0.003704598027165	0.0591889885710061	Sgk1,Fdps,Sesn1,Xbp1,Trp53,Adipor1,Serpine2,Cxcl12,Col14a1,Cdkn2d,Fam107a,Sema5a
GO:0042594	GO:0042594	response to starvation	152	6	0.00377595169489283	0.0600547953655909	Angptl4,Hspa5,Xbp1,Trp53,Srebf2,Glul
GO:2000106	GO:2000106	regulation of leukocyte apoptotic process	106	5	0.00380173621862271	0.0601912897238047	Cd24a,Tsc22d3,Tsc22d4,Trp53,Cxcl12
GO:1901342	GO:1901342	regulation of vasculature development	258	8	0.00387309784783084	0.0609547026038716	Rgcc,Col4a2,Xbp1,Emp2,Sparc,Plxnd1,Ppp1r16b,Sema5a
GO:0050769	GO:0050769	positive regulation of neurogenesis	502	12	0.00388479527884063	0.0609547026038716	Cd24a,Hspa5,Brinp1,Sgk1,Cyb5d2,Spag9,Atxn1,Cxcl12,Serpine2,Ikbkb,Plxnd1,Sema5a
GO:0044767	GO:0044767	single-organism developmental process	5844	75	0.00398966882033024	0.0623207642961407	Cd24a,Dhcr7,Per2,Clec5a,Col1a2,Sptb,Dhcr24,Tef,Hspa5,Murc,Angptl4,Gna12,Insig1,Arhgef10,Mal,Brinp1,Arhgap24,Epyc,Leo1,Rgcc,Srd5a1,Lox,Col4a2,Klf15,Drp2,Cacna1s,Chd5,Col1a1,Tsc22d3,Sgk1,Spag9,Cyb5d2,Pmp22,Myo10,Nav1,Atxn1,Fdps,Dhrs3,Nsdhl,Paqr8,Mpz,Xbp1,Cxcl12,Trp53,Emp2,Tet3,Lrrc8a,Adipor1,Adcy1,Serpine2,Syna,Hsf4,Ikbkb,Klf13,Col14a1,Sparc,Hif3a,Arid5b,Cd63,Plxnd1,Fa2h,Dbp,Hmgcr,Mtmr2,Cdh3,Mbp,Ppp1r16b,Id4,Prex2,Col4a1,Sema5a,Aacs,Manf,Ugt8a,Tacc1
GO:0010720	GO:0010720	positive regulation of cell development	572	13	0.00412481223111249	0.0641454133185005	Cd24a,Hspa5,Brinp1,Sgk1,Cyb5d2,Spag9,Atxn1,Fdps,Cxcl12,Serpine2,Ikbkb,Plxnd1,Sema5a
GO:0022408	GO:0022408	negative regulation of cell-cell adhesion	155	6	0.00415368039885506	0.0643085297150171	Cd24a,Rgcc,Cxcl12,Gpnmb,Serpine2,Mbp
GO:0006814	GO:0006814	sodium ion transport	207	7	0.00424030603160987	0.0653604881260042	Kcnk1,Snta1,Scn3b,Sgk1,Serpine2,Ikbkb,Slc9a9
GO:0007266	GO:0007266	Rho protein signal transduction	156	6	0.00428558790988434	0.0657687372661636	Col1a2,Murc,Gna12,Arhgef10,Plekhg2,Prex2
GO:0009888	GO:0009888	tissue development	1780	29	0.00431920389479121	0.0659951721741242	Slc39a13,Dhcr24,Murc,Arhgap24,Leo1,Rgcc,Klf15,Cacna1s,Col1a1,Tsc22d3,Fdps,Nsdhl,Xbp1,Cxcl12,Trp53,Adipor1,Serpine2,Ikbkb,Col14a1,Arid5b,Cd63,Plxnd1,Fa2h,Hmgcr,Cdh3,Ppp1r16b,Id4,Col4a1,Sema5a
GO:0050810	GO:0050810	regulation of steroid biosynthetic process	68	4	0.00435625832642146	0.0662719473223856	Insig1,Dhcr7,Stard4,Fdps
GO:0010941	GO:0010941	regulation of cell death	1542	26	0.00441060137651506	0.0666918998669978	Nlrp1b,Cd24a,Clec5a,Dhcr24,Hspa5,Angptl4,Mal,Rgcc,Phlda3,Sgk1,Tsc22d3,Mpz,Xbp1,Tsc22d4,Cxcl12,Trp53,Gpnmb,Ikbkb,Cdkn2d,Hmgcr,Hyou1,Mt1,Hspa8,Sema5a,Ppid,Mapk8ip1
GO:0045944	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	1078	20	0.00442198364365347	0.0666918998669978	Maml3,Tef,Murc,Insig1,Leo1,Rgcc,Klf15,Atxn1,Xbp1,Trp53,Tet3,Hsf4,Klf13,Ikbkb,Hif3a,Srebf2,Dbp,Id4,Cdk7,Ash2l
GO:0051093	GO:0051093	negative regulation of developmental process	934	18	0.00464635035568001	0.0697750210065422	Vat1,Cd24a,Insig1,Brinp1,Leo1,Rgcc,Col4a2,Tsc22d3,Pmp22,Xbp1,Trp53,Adipor1,Klf13,Sparc,Cdh3,Mtmr2,Id4,Sema5a
GO:0043436	GO:0043436	oxoacid metabolic process	862	17	0.00470118044764424	0.070037839541802	Per2,Azin1,Insig1,Acly,Fads2,Elovl4,Stard4,Acsl3,Trp53,Adipor1,Elovl6,Acss2,Fa2h,Mid1ip1,Aacs,Acat2,Glul
GO:0045595	GO:0045595	regulation of cell differentiation	1710	28	0.00470388462198441	0.070037839541802	Cd24a,Per2,Hspa5,Insig1,Brinp1,Leo1,Rgcc,Chd5,Col1a1,Sgk1,Spag9,Cyb5d2,Pmp22,Atxn1,Fdps,Xbp1,Cxcl12,Trp53,Emp2,Adipor1,Serpine2,Hsf4,Klf13,Ikbkb,Col14a1,Plxnd1,Id4,Sema5a
GO:0022610	GO:0022610	biological adhesion	1238	22	0.00477208579149851	0.0706192966353533	Cd24a,Col26a1,Col28a1,Rgcc,Col1a1,Myo10,Tesk2,Mpz,Xbp1,Cxcl12,Emp2,Gpnmb,Serpine2,Col14a1,Cd63,Sdc3,Plxnd1,Gbp6,Cdh3,Mbp,Hsd17b12,Sema5a
GO:0044802	GO:0044802	single-organism membrane organization	652	14	0.00486540164542896	0.0706192966353533	Cd24a,Rab34,Vat1,Sptb,Rtp4,Mal,Scn3b,Efr3b,Acsl3,Trp53,Emp2,Ikbkb,Fa2h,Hspa8
GO:0002043	GO:0002043	blood vessel endothelial cell proliferation involved in sprouting angiogenesis	11	2	0.00488421542890983	0.0706192966353533	Ppp1r16b,Sema5a
GO:0006983	GO:0006983	ER overload response	11	2	0.00488421542890983	0.0706192966353533	Hspa5,Trp53
GO:0035376	GO:0035376	sterol import	11	2	0.00488421542890983	0.0706192966353533	Stard4,Ldlr
GO:0043589	GO:0043589	skin morphogenesis	11	2	0.00488421542890983	0.0706192966353533	Col1a2,Col1a1
GO:0070508	GO:0070508	cholesterol import	11	2	0.00488421542890983	0.0706192966353533	Stard4,Ldlr
GO:0042981	GO:0042981	regulation of apoptotic process	1399	24	0.00501168311725208	0.0718808303136679	Nlrp1b,Cd24a,Clec5a,Dhcr24,Hspa5,Angptl4,Mal,Rgcc,Phlda3,Sgk1,Tsc22d3,Mpz,Xbp1,Tsc22d4,Trp53,Cxcl12,Cdkn2d,Hmgcr,Hyou1,Mt1,Sema5a,Ppid,Mapk8ip1,Hspa8
GO:0060284	GO:0060284	regulation of cell development	941	18	0.00501255289983852	0.0718808303136679	Cd24a,Per2,Hspa5,Brinp1,Sgk1,Cyb5d2,Pmp22,Spag9,Atxn1,Fdps,Cxcl12,Trp53,Serpine2,Ikbkb,Col14a1,Plxnd1,Id4,Sema5a
GO:0006970	GO:0006970	response to osmotic stress	71	4	0.00508148912771263	0.0725719610525163	Tsc22d3,Tsc22d4,Trp53,Lrrc8a
GO:0031669	GO:0031669	cellular response to nutrient levels	163	6	0.00529724669220226	0.0753028701541302	Angptl4,Hspa5,Xbp1,Trp53,Srebf2,Glul
GO:0006637	GO:0006637	acyl-CoA metabolic process	72	4	0.00534012497689973	0.0753028701541302	Acly,Mvd,Acss2,Mvk
GO:0035383	GO:0035383	thioester metabolic process	72	4	0.00534012497689973	0.0753028701541302	Acly,Mvd,Acss2,Mvk
GO:0055088	GO:0055088	lipid homeostasis	115	5	0.00536834012395288	0.0753028701541302	Cd24a,Angptl4,Ldlr,Xbp1,Srebf2
GO:0006082	GO:0006082	organic acid metabolic process	874	17	0.00538031367205846	0.0753028701541302	Per2,Azin1,Insig1,Acly,Fads2,Elovl4,Stard4,Acsl3,Trp53,Adipor1,Elovl6,Acss2,Fa2h,Mid1ip1,Aacs,Acat2,Glul
GO:1904951	GO:1904951	positive regulation of establishment of protein localization	526	12	0.00559485977785417	0.0778585872073122	Rab34,Clec5a,Rgcc,Xbp1,Acsl3,Srebf2,Hnrnpm,Mbp,Sema5a,Ppid,Aacs,Glul
GO:1901879	GO:1901879	regulation of protein depolymerization	73	4	0.00560742039904049	0.0778585872073122	Sptb,Tmod2,Mid1ip1,Sema5a
GO:0002793	GO:0002793	positive regulation of peptide secretion	275	8	0.00565385262301712	0.0781930052487625	Rab34,Aacs,Clec5a,Rgcc,Xbp1,Mbp,Ppid,Glul
GO:0043067	GO:0043067	regulation of programmed cell death	1415	24	0.00575223681137198	0.0783731453396807	Nlrp1b,Cd24a,Clec5a,Dhcr24,Hspa5,Angptl4,Mal,Rgcc,Phlda3,Sgk1,Tsc22d3,Mpz,Xbp1,Tsc22d4,Trp53,Cxcl12,Cdkn2d,Hmgcr,Hyou1,Mt1,Sema5a,Ppid,Mapk8ip1,Hspa8
GO:0031929	GO:0031929	TOR signaling	117	5	0.00577027903521585	0.0783731453396807	Gna12,Sesn1,Xbp1,Gatsl2,Prex2
GO:0007015	GO:0007015	actin filament organization	336	9	0.00581164063211723	0.0783731453396807	Sptb,Iqgap2,Arhgef10,Rgcc,Fscn1,Emp2,Marcks,Sema5a,Tmod2
GO:0008283	GO:0008283	cell proliferation	1901	30	0.00581481997566583	0.0783731453396807	Cd24a,Dhcr7,Per2,Dhcr24,Rgcc,Chd5,Pmp22,Atxn1,Mvd,Xbp1,Cxcl12,Trp53,Emp2,Gpnmb,Serpine2,Hsf4,Klf13,Ikbkb,Sparc,Cdkn2d,Fa2h,Hmgcr,Cdh3,Ppp1r16b,Id4,Mzb1,Sema5a,Glul,Tacc1,Ash2l
GO:0030299	GO:0030299	intestinal cholesterol absorption	12	2	0.00582366898780137	0.0783731453396807	Ldlr,Acat2
GO:0032060	GO:0032060	bleb assembly	12	2	0.00582366898780137	0.0783731453396807	Pmp22,Emp2
GO:0070262	GO:0070262	peptidyl-serine dephosphorylation	12	2	0.00582366898780137	0.0783731453396807	Ppp2r2c,Ppp1r16b
GO:0048699	GO:0048699	generation of neurons	1498	25	0.00592923069235746	0.0794880390519492	Cd24a,Per2,Hspa5,Brinp1,Epyc,Chd5,Sgk1,Spag9,Cyb5d2,Pmp22,Nav1,Atxn1,Xbp1,Cxcl12,Trp53,Adcy1,Serpine2,Ikbkb,Plxnd1,Mtmr2,Id4,Prex2,Sema5a,Manf,Ugt8a
GO:0006811	GO:0006811	ion transport	1420	24	0.00600153435448238	0.0801502622379154	Slc39a13,Per2,Kcnk1,Slc7a2,Slc25a1,Snta1,Cacng1,Slco3a1,Scn3b,Cacna1s,Sgk1,Ldlr,Slc25a23,Xbp1,Cxcl12,Acsl3,Lrrc8a,Serpine2,Slc9a9,Ikbkb,Cd63,Tmem63b,Trpm3,Slc41a1
GO:0010648	GO:0010648	negative regulation of cell communication	1186	21	0.00602632969502939	0.0801753901251249	Hspa5,Otud7b,Arhgap24,Phlda3,Bicd1,Atxn1,Sesn1,Dhrs3,Xbp1,Cxcl12,Trp53,Adipor1,Serpine2,Gatsl2,Cdkn2d,Hmgcr,Mtmr2,Hyou1,Prex2,Mapk8ip1,Ranbp9
GO:0030308	GO:0030308	negative regulation of cell growth	168	6	0.00611996968897548	0.0811127800822924	Sesn1,Adipor1,Serpine2,Trp53,Cdkn2d,Sema5a
GO:0008219	GO:0008219	cell death	1910	30	0.00620788404538693	0.0819546961830107	Nlrp1b,Cd24a,Clec5a,Dhcr24,Hspa5,Angptl4,Mal,Brinp1,Rgcc,Phlda3,Sgk1,Tsc22d3,Pmp22,Mpz,Xbp1,Tsc22d4,Cxcl12,Trp53,Emp2,Gpnmb,Ikbkb,Hif3a,Cdkn2d,Hmgcr,Hyou1,Mt1,Hspa8,Sema5a,Ppid,Mapk8ip1
GO:0007010	GO:0007010	cytoskeleton organization	1113	20	0.00624420520628686	0.0819546961830107	Sptb,Murc,Iqgap2,Frmd3,Arhgef10,Limch1,Rgcc,Sgk1,Bicd1,Tesk2,Nav1,Fscn1,Emp2,Marcks,Ikbkb,Mid1ip1,Sema5a,Ugt8a,Tmod2,Tacc1
GO:0023057	GO:0023057	negative regulation of signaling	1190	21	0.00625375932576846	0.0819546961830107	Hspa5,Otud7b,Arhgap24,Phlda3,Bicd1,Atxn1,Sesn1,Dhrs3,Xbp1,Cxcl12,Trp53,Adipor1,Serpine2,Gatsl2,Cdkn2d,Hmgcr,Mtmr2,Hyou1,Prex2,Mapk8ip1,Ranbp9
GO:0035458	GO:0035458	cellular response to interferon-beta	39	3	0.00640282352801748	0.0824673610136771	Gm4951,Iigp1,Gbp6
GO:1902904	GO:1902904	negative regulation of supramolecular fiber organization	120	5	0.00641228867475486	0.0824673610136771	Sptb,Sgk1,Mid1ip1,Hspa8,Tmod2
GO:0050767	GO:0050767	regulation of neurogenesis	817	16	0.00643234911981177	0.0824673610136771	Cd24a,Per2,Hspa5,Brinp1,Sgk1,Cyb5d2,Pmp22,Spag9,Atxn1,Cxcl12,Trp53,Serpine2,Ikbkb,Plxnd1,Id4,Sema5a
GO:0051248	GO:0051248	negative regulation of protein metabolic process	1040	19	0.00643426835018128	0.0824673610136771	Per2,Azin1,Dhcr24,Mprip,Itih5,Snta1,Col28a1,Klf15,Xbp1,Trp53,Serpine2,Ikbkb,Cdkn2d,Hmgcr,Mvk,Ppp1r16b,Prex2,Mapk8ip1,Ranbp9
GO:0042632	GO:0042632	cholesterol homeostasis	76	4	0.00646250882067989	0.0824673610136771	Cd24a,Ldlr,Xbp1,Srebf2
GO:0055092	GO:0055092	sterol homeostasis	76	4	0.00646250882067989	0.0824673610136771	Cd24a,Ldlr,Xbp1,Srebf2
GO:0070228	GO:0070228	regulation of lymphocyte apoptotic process	76	4	0.00646250882067989	0.0824673610136771	Cd24a,Tsc22d3,Tsc22d4,Trp53
GO:0022607	GO:0022607	cellular component assembly	2420	36	0.00648143020256108	0.0824673610136771	Rab34,Cd24a,Sptb,Col1a2,Murc,Iqgap2,Angptl4,Insig1,Arhgef10,Arhgap24,Rgcc,C1qtnf6,Lox,Col1a1,Sgk1,Spag9,Bicd1,Pmp22,Myo10,Tesk2,Fscn1,Acsl3,Trp53,Emp2,Marcks,Hsf4,Ikbkb,Plxnd1,Hmgcr,Mtmr2,Mzb1,Mid1ip1,Ppid,Ugt8a,Tmod2,Glul
GO:1904035	GO:1904035	regulation of epithelial cell apoptotic process	77	4	0.00676567795798668	0.0835021070700439	Angptl4,Rgcc,Xbp1,Sema5a
GO:0002329	GO:0002329	pre-B cell differentiation	13	2	0.00683864694453293	0.0835021070700439	Cd24a,Lrrc8a
GO:0010715	GO:0010715	regulation of extracellular matrix disassembly	13	2	0.00683864694453293	0.0835021070700439	Fscn1,Sema5a
GO:0010878	GO:0010878	cholesterol storage	13	2	0.00683864694453293	0.0835021070700439	Stard4,Srebf2
GO:0030497	GO:0030497	fatty acid elongation	13	2	0.00683864694453293	0.0835021070700439	Elovl4,Elovl6
GO:0042761	GO:0042761	very long-chain fatty acid biosynthetic process	13	2	0.00683864694453293	0.0835021070700439	Elovl4,Elovl6
GO:0060192	GO:0060192	negative regulation of lipase activity	13	2	0.00683864694453293	0.0835021070700439	Angptl4,Bicd1
GO:0098856	GO:0098856	intestinal lipid absorption	13	2	0.00683864694453293	0.0835021070700439	Ldlr,Acat2
GO:2001044	GO:2001044	regulation of integrin-mediated signaling pathway	13	2	0.00683864694453293	0.0835021070700439	Emp2,Cd63
